clean_text,label
before sunrise joshi must catch the elusive figure that destroys the lives of children,medium
poong sang took care of his younger siblings and supported them financially because his parents did not support them his younger siblings are first younger brother jin sang first see full summary,medium
two sex workers decide to kick men out of the system and form a cooperative that runs the business for women and by women how do they do things differently and how far can they get under and overarching and overbearing patriarchy,medium
falling coconuts are putting a damper on chip and potatos pugtastic vacation with the help of a friendly tamarin and a new friend they hatch a plan to get a puggy good sleep,medium
it seems simple an egg sperm one embryo but if your sperm is few vague and abnormal and your woman is premenopausal at age things start to get complicated,low
adventure of a little girl who just moved to a new town and meet a new friends,medium
the thrilling fivepart true crime documentary series delves into the beloved soccer stars murder sharing insight into what transpired that fateful night when meyiwa was gunned down in what was alleged to be a botched robbery in,low
nina is an uncompromising idealist she believes in what she does and is convinced that she can fight for a better world giulio is a wealthy arrogant heir and pretty much her polar see full summary,low
hugo sanchez is tasked with leading the cuervos into the duel of the birds tournament despite his personal life pulling him back toward the family business,medium
hours in the lives of three la youths dealing in drugs drink and debauchery as they face eviction from their hollywood apartment,low
its based on the story of a crisis that took place in the summer of in the life of mladenovic a serbianborn director living in romania,medium
while out fighting off ninja pirates puss stumbles on a fairy tale book when he opens it the adventure begins as the viewer must choose each outcome eventually freeing puss from the book,low
can krumme and his family save santa claus and christmas,low
jack whitehall hits the stage with hilarious tales about happy couples life in hotels human stupidity and his welltraveled father,medium
a dramatic story about a girl and her giving father,medium
a spanish woman must follow intricate instructions in order to receive a reward,low
orkun isitmak hosts an epic sports challenge pitting turkeys influencers against each other who will party and who will be punished,low
based on the speculative short stories of mirrorfiction this scifi thriller anthology plunges headlong into our deepest desires and darkest fears,medium
tiffany haddish introduces her favorite comedians in a series of standup performances,medium
a group of gp soldiers have been brutally massacred leaving only one alive but comatose a military police investigator has only that night to uncover the facts but ends up discovering a terrifying truth,low
a groomsman must navigate a slew of disasters to maintain order at his best friends wedding reception,low
police management gives johan falk and his colleagues at the group for specific action orders to deploy all means against organized crime when a female prosecutor subjected to an explosive see full summary,medium
fujito chiyuki has a dream to become a paris collection model the problem is shes too short to be a model and everyone around her tells her so but no matter what they say she wont see full summary,medium
two cats travel the globe and teach children about unlikely friendships and global citizenships,high
in while on the way home from a gig the apolitical rock group the miami showband fell into the crosshairs of a protestant unionist paramilitary group that planted explosives on their bus when it was stopped at a fake checkpoint,medium
this docuseries follows the sexual assault case involving french politician dominique strausskahn at the height of his career,medium
s is for stanley is the story of emilio dalessandro stanley kubricks personal driver a friendship that lasted through years of their lives helped create four cinema masterpieces see full summary,medium
in the grip of trauma hundreds of refugee children in sweden withdraw from lifes uncertainties into a comalike illness called resignation syndrome,medium
the muppet elmo is one of the most beloved characters among children across the globe meet the unlikely man behind the puppet the heart and soul of elmo kevin clash,medium
the ups and downs of modernday relationship take the spotlight in this contemporary sliceoflife story,low
west perrine florida is a suburban ghetto in southwest miamidade county over of its residents are africanamerican and more than a third of them are unemployed violent crimes occur see full summary,medium
the history of the academy awards,medium
a young manzai comedian in tokyo has an electrifying encounter with a senior comedian who is a genius with unique comedy philosophy who drives his determination and inspires his creativity,medium
a childhood accident left irin with a unique ability for frequency and sound which most people cannot decipher her skills were tested when she took an emergency call at the precinct and see full summary,medium
while investigating an actresss supposed suicide and her connection to the mafia a veteran journalist discovers that corruption runs deep,medium
until the wheels come off is the story of a comedy obsession persevering through the grip of a global pandemic,medium
a young girl whose father was framed for murder gets close to the man who framed him but not only does she discover a deep mystery over the event but she starts to fall in love with him,medium
covers topics from gun control to family values,high
chosen is a psychological thriller about an ordinary loving family caught in an extraordinary and deadly game mandarinlanguage threepart series adapted from the us drama of the same name,low
nikki glaser bares all in a blistering standup special about sex sobriety and getting over her own insecurities and she wont spare you the details,medium
seven people in pursuit of true love four boys and three girls come together from various parts of japan and travel on a journey through asia in a pink bus,medium
featuring an impressive collection of artists who have found worldwide success this documentary series showcases hiphops impact on global culture,medium
as the fire season rages in california the brave backcountry firefighters race to put out the flames save lives and protect homes in this docuseries,medium
an italianamerican grandmother and film buff finds strength and joy in the life of her screen idol sophia loren,medium
amidst a heroin crisis vincenzo muccioli cared for the addicted earning him fierce public devotion even as charges of violence began to mount,medium
john shepherd spent years trying to contact extraterrestrials by broadcasting music millions of miles into space after giving up the search he makes a different connection here on earth,medium
the multiplatinum selling comedian performs his first holidaythemed standup special with his friends,medium
after a boating accident woodworker and family man florian wakes up in the body of an officer who leads a task force against illegal body transfers,medium
bikers pull an easy rider how it used to be or at least how it was for me,medium
children who play constantly with their phones now seem to have forgotten to play on the street at the insistence of new friends children decide to play in the park again to end this see full summary,low
liu chenchen a freespirited young woman rebels against her wealthy family and elopes with her boyfriend to join a cruisebond treasure hunt but what began as an innocent game with see full summary,low
niyazi a veterinarian is on the lookout for a special elixir for animals what he doesnt yet know is a mobster and his estranged love is also on the lookout for that elixir,low
haunted by recurring visions a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end,medium
fourthgrade friends george and harold have a shared love of pranks and comic books and turning their principal into an undieswearing superhero,medium
the next ninety minutes will change their lives forever,low
djs producers and promoters discuss the history and state of electronic dance music,medium
an american volunteer teaching in a school in africa must save one of his students a year old girl from religious slavery,medium
the puccio are apparently a family like any other archimedes the father has a plan in hand for which he needs the help of his family he gathers his children to help him carry out the see full summary,medium
alka singh the leader of a political party and her obsessive love for rohan mehra a rising star of bollywood,low
eric andre takes the stage in new orleans and tackles flawed fastfood icons the wonders of autofill and the bizarre choice for the cops theme song,medium
a night of reunion in paris goes horribly wrong for two friends when they recklessly decide to mess with the wrong taxi driver finding themselves on the wrong side of a punishing manhunt,low
a documentary series following a youth football program in the heart of inner city east ny brooklyn geared towards boys years old the brooklyn saints program is more than a sport its a family and a vehicle for opportunity,medium
this film follows the first class of students at a remarkable leadership center in the eastern democratic republic of congo a region often referred to as the worst place in the world to see full summary,medium
an excouple accidentally burns down a chunk of wildlife and is forced to hours of community service with each other regardless of their hatred for one another along the way they meet some ridiculous people,medium
journey into the extraordinary world of the witcher from casting the roles to jaskiers catchy song in this behindthescenes look at the series,medium
a dead body is found and police detective mrten spck draws the conclusion that a serial suicide killer is at large spck with his colleagues grnvald karlsson and irene snusk suspect a see full summary,low
a short min summary on all the characters races humanoids in both series,medium
despite their fathers rivalry two university students form a friendship at a boxing gym as they tackle family drama romance and personal crises,medium
an inspiring true story of zara a successful doctor who lives in wales and halima a young year old girl who is about to be wed in a rural part of africa however as time goes on halima develops a disease which she gets shunned for through out her journey she is some what alone until her path collides with zara the day they meet their lives change forever,medium
when atrocities are committed in countries held hostage by ruthless dictators human rights watch sends in the eteam emergencies team a collection of fiercely intelligent individuals see full summary,medium
a gifted young man from a droughtstricken village helps a group of ecologists find water for migrating flamingoes,medium
comedian george lopez tackles the future and the past of hispanic culture in america touching on immigration his tough relatives aging and much more,low
aiims experiences an outrage of student union which leads to complete nerve damage of limb of sahil curious about the patterns of compulsion his brother decides to stay back on campus and view the illusion of medical life,medium
pharrell williamss hometown community leaders attempt to build one of the worlds most inspiring gospel choirs,medium
the battlbox crew tests out products designed to help people survive dangerous situations including explosions natural disasters and intruders,low
stand up topics include extreme laziness hitler and the joys and pitfalls of shopping at trader joes,medium
the suspicious death of alberto nisman investigator of the attack on the headquarters of the amia in,medium
in a series of magical missions quickwitted yoohoo and his cando crew travel the globe to help animals in need,medium
seth rogen hosts an evening of comedy to raise awareness for alzheimers disease,low
southernborn comedian fortune feimster recalls her childhood misadventures as a former girl scout debutante and disqualified swim meet champion and her familys complicated relationship with hooters,medium
argon shows the struggles behind the scenes in the competitive world or daily news work play love hate trust and betrayal are on the headlines every episode,medium
powerful cats indestructible arachnids and fleshmelting pit vipers are just the beginning in this series about latin americas deadliest creatures,medium
add a plot,medium
from fangs to claws to venomous stings they all wield deadly weapons but which creature will be crowned the fiercest of all,medium
raja and asia have the same responsibility taking care of their two single parents respectively if raja wants to live independently like his two sisters,medium
after confessing her love in elementary school to her crush maewnam is literally crushed when he rejects her in front of all his friends he calls her ugly and its at that moment that she see full summary,high
a little girl named roona begum is born in the north east of india with an unprecedented head size caused by a birth defect this is the story of one family and how they raise a child against insurmountable odds,medium
in this series of shorts a polite accountant deals with her annoying coworkers by chugging beer and singing death metal,high
in this reality show couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week,medium
iliza shelsinger in her fifth netflix standup special discussing marriage and its traditions,medium
the business end of soccer as seen through the eyes of a fierce mercurial football agent wrestling with a fatal secret he buried six years ago on the brink of breaking big or losing everything,medium
identical twins are born one is good and one is evil they need each other to exist but they deeply resent the others existence they both fall in love with the same woman creating a love triangle that leads to murder,low
a man with an incredibly stupid laugh tells jokes to an audience,medium
six friends decide to undertake a gruelling mountain trek only to find that the difficulties in store for them are not merely physical they experience strange and unusual incidents which put their lives at risk,low
hardened dea agent cole descends into the dangerous underworld of tijuana mexico in search of his journalist exwife who he believes has been abducted by a charismatic cartel boss with aspirations for public office,low
the chaotic ramblings of a young architects mind take hold of his life as he leaves behind his past in india to work in prague in a city of beautiful architecture a young architect is diverted toward constructions that exist within,low
after a teenage boys father goes to prison he is forced to live with his older brother who has a compromising trade,low
after visiting a supposedly haunted forest a teen girl comes to believe that a violent poltergeist followed her home and is stalking her,low
the eldest daughter of the distinguished head family of the famous tsukishima style of flower arrangement yearold momo tsukishima has everything beauty talent career and wealth see full summary,medium
a bombay cop tries to track down a serial killer who snipes at random victims,low
the injustice surrounding the shooting death of yearold latasha harlins at a south central los angeles store became a flashpoint for the citys civil uprising,medium
four basque eta terrorists living together with peculiar spanish neighbors are planning a terrorist attack in spain but await instructions from the head of the organization,low
nothing is off limits as jimmy carr serves up the best jokes from his storied standup career in a special thats as inappropriate as it is hilarious,medium
an honest hindu pandit priest is framed for embezzlement and rape and not only dismissed from employment but also arrested and imprisoned leaving behind his family in destitution on see full summary,low
a portrait of zion clark a young wrestler who was born without legs and grew up in foster care,medium
filmed at the legendary beacon theatre sebastian maniscalco continues to deliver his signature comedy style that blends highenergy physical actsouts and hilariously demonstrative facial expressions,medium
the evolution of jesuit priest juan cam from his early years of great faith and falangesupporting patriotism to the moment he loses his faith becomes a communist and marries a stripper,low
illusionist derren brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger,medium
a divorced couple who decide to share equal space in their exmatrimonial home soon realize that the ingenious idea is easier said than done,low
with his unique brand of youthful storytelling donald glover brings down the house in his hysterical standup special weirdo,medium
a fender bender that turned into a kidnapping case leads documentalist roberto hernndez to expose the truth behind mexicos flawed justice system,medium
a man comes to stockholms central station he does not know who he is or where he has been he has some keys and a phone number perhaps he is the escaped sex maniac the police are searching for a waitress at a caf tries to help him,medium
paul hollywood who is an actor and a baker from liverpool tries to find out how the most popular cars of the three big european countries express their nations identities and the connections with their cultures,medium
orphen and his gang has set out on an all new adventure with many monsters to battle a new friend has joined the group her name lycorus who was sent to find orphen many mysterious shadows are overhanging over head,medium
four childhood friends all married with no passion left get together in a high school reunion dinner between laughs and drinks they all agree that they love their wives but no longer see full summary,low
a group of young people went on a abandoned hostel in sligo ireland after they play a really creepy game all of them disappear,low
the profound life story of the controversial human rights campaigner whose provocative acts of civil disobedience rocked the establishment revolutionised attitudes to homosexuality and exposed tyrants in the fight for equality,medium
when mythical creatures come to life its up to leo teodora don andrs and alebrije supersecret monster hunters to save the day,medium
a look at the intense fandom for the media franchise ghostbusters,medium
henry isnt well and goes out,low
joe cross examines how to make healthy habits last joe meets with experts who present realistic solutions to make longterm sustainable improvements to eating behaviors and overall health,medium
omar buenda a super smart guy who came out with the best average in school and is expected to do great things in life,low
a wonderful country full of amazing creatures in america called colombia seen as never before accompanied by incredible shots make it a mustsee place for adventurers and wildlife lovers this natural paradise,high
agents from diverse spanish local police forces are called to form a special team,low
the extraordinary story of mmaufc super star ronda rousey,medium
the violent political suppression of the roots reggae movement in jamaica told through an investigation into jamaican politics and the cias involvement in the mysterious shooting of bob marley,medium
viral video star miranda sings and her realworld alter ego colleen ballinger share the stage in a special packed with music comedy and magichinry,low
after losing the woman he loves in the original fig jam metin halil sezai paracikoglu finds himself seriously alone his life is a repetitive round of singing at a bar and grieving for see full summary,medium
when a cursed devils charm bracelet shows up at a sorority house on valentines day each girl tries to make a series of wishes and each finds that unintended consequences are the primary purpose of satans sinister strategy,low
an year old talented soccerplayer remco has one big dream to be selected for the national team under years his father erik coaches him and everything seems to work out fine until see full summary,medium
lucky and her friends embark on a christmas eve adventure into the city to find the perfect gift but their return to miradero for the holiday festivities are ruined when an avalanche derails their plans,low
the lives of the chinle high school boys basketball team based on the navajo nation reservation in arizona,medium
a sage travels to the past and collects a set of legendary swords which he brings to life as a gang of talented but dysfunctional young men to fight a battle against evil,medium
join lucky and her friends on a mission to save maricelas beloved mare mystery from greedy horse thieves whove taken her captive with a wild herd,medium
the story of two sisters as britain descends into an alien apocalypse,low
a brother and a sister live on the borderline between awareness of their actions and total unconsciousness until they commit a sin from which there is no return,low
jeff dunhams minding the monsters brings together walter peanut bubba j jose jalapeno and achmed the dead terrorist as youve never seen them before the result is an allnew original live comedy event that is so funny its scary,medium
maya akutsu a new teacher who strives for perfection and punishes students in unorthodox manners a yearold kazumi has been able to withstand her strange punishments so far but the other students begin to fold under the pressure,high
petru is a professor of mathematics at the polytechnic university of bucharest and leads a carefree life hes in an open relationship with irina who overlooks that he sleeps with other see full summary,medium
thrilling and mysterious story of promising young detective sheung powerful madam man and experienced undercover bingo who all work for hong kong police department,medium
this groundbreaking comedy special is presented in one continuous shot of witty standup from the ice house in pasadena california,medium
teenagers leisure at full swing a group of friends spend their holidays at parties having sex boozing and partaking in any adventure that brings them a boost of adrenaline as they use see full summary,low
once again kathleens standup is beyond hysterical where she riffs on drinking jesus her large and funny family ireland missouri her home state and her views on life,medium
leroy lowe grand dragon of the texas ku klux klan confronts everything hes been taught to hate when hes sentenced to three years of hard labor on a prison work farm where warden see full summary,low
the dorados culiacans local team are at the bottom of the rankings when maradona arrives looking for a fresh start the experts predict disaster,medium
the story of five young people in their late s who try to overcome their great failures in life,medium
the police unit gsi of gothenburg city have been ordered to identify and arrest the people responsible for importing young women into sweden from eastern europe for the purpose of see full summary,low
the residents of gokuldham society encounter several adventures and misadventures as they navigate the ups and downs of life and overcome their struggles together,medium
the medieval quest of sixteenyear old tiuri who risks his future as a knight to fulfill a promise and in so doing discovers adventure honor valor and love,low
ishikawa ango is a very capable detective that lives only for his job one day while investigating a crime scene he gets shot in the head by the criminal that was still lurking about see full summary,medium
at a national universityaffiliated hospital in taiwan doctors struggle for power and prestige while navigating relationships based on a novel,medium
khalid and kehailan are two team leaders who are passionate about car racing and challenges they enter into a crazy competition to win the challenge involving a lot of surprises which unexpectedly change both their lives,low
strange occurrences afflict a group of people after they purchase items on a shopping website from the future,medium
through interviews with victims members of the clergy journalists and experts this series looks at the accusations of child abuse against catholic institutions in spain,medium
the fittest athletes on earth take on the crossfit games the ultimate test of fitness to prove that they are the fittest on earth,medium
the life of an immigration lawyer changes radically when his new client appears dead in suspicious circumstances inside a cie immigration detention center,medium
while bright fields preps for its mistletoe ball a broken ornament leads zoe to a family secret while gaby finds herself at the mercy of new boss mia,medium
the vexxer is back the notorious criminal mastermind wants to murder seven people in one day inspectors even longer and very long will do everything in their power to stop the vexxer,medium
theyre comedians starring in a thrilling drama but if their jokes dont land in the unscripted scenes theyre off the show let the mayhem begin,medium
a man owns a group of international schools in egypt married to an authoritarian woman and he has many comic situations with his nephew,low
the distant past the recent past and the present collide in french dirty a meditation on love loss and growing up as a millennial,low
an inept magician pulls off the trick of his life accidentally disappearing a wanted criminal during a police raid now hes going to pay for that,low
when the haskin family seeks refuge from yk hysteria in the isolated forests of the sierra diablos mountains madness and terror find them there abducted by a vicious hillbilly clan the see full summary,low
documentary that explores the san quentin prison basketball squad teammates and inmates at the q along their journey of rehabilitation and possible redemption,medium
a oncefamous nowwashedup hollywood screenwriter is fighting to finish his latest script with an unrealistic deadline he finds himself in the center of a murder investigation involving see full summary,low
khun hawk is a grumpy graduate from the faculty of engineering majoring in aviation he is cold and rarely expresses any emotion when he attends the job interview at palmer airlines the see full summary,medium
follows the people racing to bring the hot new d printing technology to your home documenting the macintosh moment of this revolution and exploring what it takes to live the american dream,medium
add a plot,medium
grammywinning singer loudon wainwright iii reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories,medium
a fathers suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary,medium
two garbage truck drivers in hollywood become celebrities overnight after they find cuba gooding jrs best supporting actor oscar for jerry maguire and suddenly their lives go topsyturvy,low
drinks keep the conversation flowing as culinary star paik jongwon and celebrity guests talk life food and booze over intoxicating meals,medium
the renowned film score composer leads a concert featuring his cinematic compositions,high
the revolutionary mecha anime returns with the story that was left untoldthe earthshattering incident where rentons father disappeared,medium
habibi rasak kharban darling somethings wrong with your head is a dramatic feature that tells the story of a forbidden love in gaza the film is a modern retelling of the famous ancient sufi parable majnun layla,medium
damiano and chicco are twin brothers one is an unscrupulous manager and the other is a free spirit who earns his living as a horseman their father cesare forces them to switch roles in see full summary,medium
this season of my fair wedding gives viewers an up close look into david tuteras world unlike anything weve seen on the show before were peeling back the veil and letting fans see the see full summary,medium
in a talk show straight from the heart actor and producer reese witherspoon visits with groundbreaking women to discuss their inspiring journeys,medium
comedian mike birbiglia hits broadway with a hilarious yet profound oneman show that recounts his emotional and physical journey to parenthood,medium
mater is a film about the struggle between love and law about social differences and distances that these generate and about love that crosses all allows all both good and evil,low
a stylish in depth look at the renaissance in psychedelic drug research in light of current scientific medical and cultural knowledge,medium
join the creative process behind nacho canos new musical based on the love story of malinche and hernan cortes and the merging of their two worlds,low
an office romanticcomedy features the hijinks that ensues between a tempt worker with possible terminallyill diagnosis and a prickly elite marketing director,medium
johan falks stepdaughters biological father seems serious about getting to know nina but his construction company is in debt to the russian mafia karayan when rjan can not pay their debts they kidnap nina,medium
the sons of a musicloving insurance broker take extreme measures to find happiness for themselves and others with some help from the power of music,low
in the deep jungles of south east asia a blood thirsty mercenary sebastian hunts for the thrill of the chase and victims to sell into slavery in one operation he kills a peaceful local see full summary,low
hondros follows the life and career of famous war photographer chris hondros by exploring the poignant and often surprising stories behind this awardwinning photojournalists bestknown see full summary,medium
an omnibus film of four stories pulled straight from thailands most gruesome headlines in flame a man is haunted by regret and a ghost after he survives a nightclub fire that killed see full summary,low
seen through the eyes of indigenous prisoners at victorias fulham correctional centre the art of incarceration explores how art and culture can empower first nations people to transcend their unjust cycles of imprisonment,medium
the gleefully irreverent jefferies skewers grabby celebrities political hypocrisy and his own illadvised career moves in a brash standup special,medium
five toplevel staff of a company are selected for a retreat where the new ceo of a global company will be chosen what starts off as cordial soon goes sour as they attempt to outdo one another to be named the ceo,low
the turbulent life story of the most famous folk singer the netherlands has ever known andr hazes,medium
through the eyes of two stateoftheart rovers and with nasa scientists at your side youll see mars in a way no one ever has beforedirect from the surface of the amazing red planet,medium
documentary on urugayan racing driver gonzalo rodrguezs gonchi strive to make it to formula,medium
to better connect with other people and her own emotionsan hr manager seeks the mentorship of a coveted escort who soon opens her heart,low
phil wang explores race romance politics and his mixed britishmalaysian heritage in this special filmed at the london palladium,medium
directed by filmmaker and scientist christi cooper youth v gov is the story of americas youth taking on the worlds most powerful government in twenty one young plaintiffs ages see full summary,medium
romeu a corrupt cop hires the services of cid and alex to catch a notorious criminal who left mexico and is on his way to galicia spain to find the killer of his brother also trying to catch the same criminal is an fbi agent,medium
a heartbroken wildlife photographer throws himself into his work only to find himself experiencing strange transformations,low
the story of four italian children facing the racial laws and the wave of hate brought by fascism against the jews,medium
adam was raised like a normal boy until he bled his first menstrual period adam was born with two genitals an intersex person who finds himself in a painful transformation that takes him into the ambiguities of fate and desires,medium
paco ignacio taibo ii brings his book trilogy to life highlighting mexicos history in a period he considers foundational to the country,medium
a clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation,medium
comedian and drummer fred armisen performs standup material music and sketches for an audience of fellow drummers,low
six best friends in the islamic boarding school often hang out near the mosque towers all of them made a promise under the tower that one day they will go to places that they have been dreaming about,medium
while investigating a smugglers turf war in cape town township cop sizwe discovers police corruption he must set loyalty aside to act with integrity alone,low
bill hicks tells us how he feels about nonsmokers blowjobs religion war and peace drugs and music,high
beautiful girls kicking ass smashing skulls and fighting gang members in los angeles one battle after another till confronting the king of the streets,low
behind the scenes look at the hardships and drama of capturing footage from our planet,high
ayano hanesaki a firstyear student at kanagawa prefectural kitakomachi high school has a badminton ability able to surpass others effortlessly yet avoids playing the sport she meets see full summary,medium
a journalist gets caught up in a terrorist plot in moscow while investigating the russian secret service,medium
this incredible documentary features indepth contributions from wives yoko ono and cynthia lennon son julian lennon and many previously unseen interviews with john himself through rare see full summary,medium
filmmaker sterlin harjo follows native artists for a year as they navigate their careers in the us and abroad the film explores the immense complexities each artist faces in regards to see full summary,medium
five former friends are abducted and held in a locked mall by a person dressed as santa claus,low
on a quest for spiritual awakening and healing a naturopathic doctor and an accountant join others in the amazon to drink a hallucinogenic brew called ayahuasca or vine of the soul see full summary,medium
chris rock takes the stage filled with searing observations on fatherhood infidelity and politics,medium
a sneaky duo has tricked the trains and taken over mission station can flicker flex his skills on the tracks to rescue his friends and save the day,low
from documentarian hao wu comes a heartfelt portrait of how he created a thoroughly modern family in america only to face the dilemma of introducing his samesex partner and their children see full summary,medium
a love letter to pork belly a perennial favorite among koreans of every generation unfolds with an exploration of its history and cooking methods,medium
in los angeles the disappearance of four men including his own detective leads a police captain to a cavern where an eerie discovery awaits,low
brian regan tackles the big issues weighing on him including aging time obsessive behavior backpacks on airplanes ungrateful horses and raisins,medium
a group of teachers at a mojave desert high school take an unconventional approach to improve the lives of their struggling students,medium
this thought provoking sometimes troubling documentary examines the personal and ethical imperatives that drive abortion providers to continue in the face of often dangerous legal and personal harassment,medium
the island is a film created primarily to showcase the best of nigerian culture and to give viewers an indepth enjoyable cultural experience whilst celebrating the efforts of the nigerian see full summary,low
can a family hope to recover after losing their mother to suicide keiichi asuda serves his wife nagiko divorce papers after he tells her that he intends to marry his mistress the see full summary,medium
from the preparations to the performances this documentary showcases vietnamese pop idol son tung mtp and the passion behind his sky tour concerts,low
break dancing dragons balloons and a dj ladybug and cat noir have decided that your birthday is the perfect time to get a party started,medium
add a plot,medium
surveys the history of jewish comedy,low
traverse the globe with the worlds top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle,medium
from sierra de las minas to esquipulas this documentary explores the cultural and geological riches of guatemala including the ancient mayan cities and other natural wonders,medium
the year is a junior chef and his friend embark on the ship snowdrift destined for cape town they meet with the chef who rules unrestricted by a of sharp set of rules and regulations,low
bryan regan blends his trademark observational standup with short sketches and a bit of audience interaction in this hybrid comedy series,low
now the blue sky king darel must lead a rescue mission to save a dream walker leaving the village under the protection of the kulipari youth,medium
johan falk is with the wife of a dead mob boss down to latvia to try to solve a mystery that has eluded him for three years what johan finds downstairs in a cottage outside riga shocks not see full summary,medium
a boys friends frame him after an act of senseless violence then turn against him for trying to tell the truth,low
a blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating based on the successful standup comedy show of the same name,low
host felipe castanhari explores science history mysteries and marvels uncovering mindblowing facts with help from his lab buddies,medium
a week in watts is a feature length documentary that tells the story of six students in watts los angeles involved in a program called operation progress which gives youth scholarships see full summary,medium
the tale of a downonhisluck freezedriedpetsalesman and his journey to become the firstevercyberevangelist,low
in javanese activist omar said tjokroaminoto reza rahadian cofounds the sarekat islam party to fight injustices of the dutch east indies colonial regime,medium
the work and life of magistrate rocco chinnici in the last years of his carrier spent fighting sicilian mafia seen through the eyes of his daughter caterina whos going to follow her fathers steps,medium
turning finding love again buying a house experiencing existential dread at dennys life comes at patton oswalt fast in this standup special,medium
zambrano is a juvenile offender that when arrives to the penitentiary only longs to join a football team los perros such illusion ends up involving him with the organized crime under the see full summary,medium
after her fathers death aida returns to her arbresh village and grapples with complicated feelings about her origin,medium
tells the tale of slacker nipis who becomes a reluctant hero when a zombie outbreak robs him of the only life he knows,low
wanda sykes delivers a sharpwitted and hilarious critique on the state of the world addressing her perspective on the current political and cultural climate which she can only describe as well not normal,medium
a grandmother marries a much younger man to the dismay of her relatives,low
jimmy carr hosts the annual quiz of the year participants for this year include sarah millican james acaster jonathan ross judi love and guz khan a host of celebrities also cameo to ask their own questions,medium
in her fourth standup special whitney cummings returns to her hometown of washington dc and riffs on modern feminism relationships technology and of course sex robots she also brings a very special guest to say hi,medium
bruno walton and melvin boots oneal are the most infamous troublemakers at macdonald hall a supposedly prestigious school for boys bruno the brains behind the operation has managed see full summary,low
a documentary that tackles the ideological conflicts surrounding the december election in the country to the push for sovereignty and subsequent parliamentary declaration of independence and the aftermath,medium
kouno etsuko joins a publishing company with her sights set on becoming a fashion editor but she is assigned to the proofreading department which examines and fixes errors in manuscripts,medium
for lukman ricky harun dewis jessica milla departure to london is a small apocalypse he works odd jobs in order to catch up to london,medium
crystal winter is the daughter of the snow queen and will someday rule over winter however jackie frost and north wind have other ideas it is to curse the king and queen crystal runs see full summary,medium
hasmukh operates a small it consulting company shree ganesh computers limited inc in queens ny staffed by a disinterested and lazy cast of characters his business flounders his home see full summary,medium
based on true events about the earthquake of mexico in who claimed the lives of more than people,low
four australian couples find out if they can rekindle their old romances,medium
the representative of a tourist company living in a popular area is in love with a japanese diplomat called sakura they marry and have twins and in the difficult living conditions she see full summary,low
an ordinary girl named love helps saving an injured unicorn and is granted a wish in return she asks for a true love hopefully from vier the times great men academys greatest instead see full summary,medium
uk is the most surveilled place in the world it is home to more than million cctv cameras about for every people that operate and generate more than billion hours of see full summary,medium
when the chinese communist party backtracks on its promise of autonomy to hong kong teenager joshua wong decides to save his city rallying thousands of kids to skip school and occupy the see full summary,medium
chef nadiya hussain shares a mouthwatering selection of stressfree recipes designed to save time calm our hectic modern lives and give us all time to eat,medium
during a haunting visit with her family a grieving wife tries to uncover the disturbing reasons behind her motherinlaws deteriorating condition,low
after a bizarre onenight stand leaves him infertile a careless bachelor sets out to connect with the television presenter who as the result of the anonymous sperm donation he once made happens to be pregnant with his child,medium
masha explains why theres no need to be scared of things like monsters the dark going to a new school thunder and other common childhood fears,low
recent years have seen a sweeping change in britains drug culture out go the old illegal drugs cocaine heroin speed swept aside by a younger generation who can get their hits not only more cheaply but also legally,low
an inspirational survival story of deepika kumari who as a girl born on the roadside to abject poverty in rural india went in search of food stumbled upon archery and within years became the number one archer in the world,medium
when a skilled but timid chef is possessed by a sassy spirit her newfound confidence catches the eye of her longtime crush a culinary hotshot,medium
comedian ellen degeneres performs a live standup comedy set in seattle,medium
chronicle of the ups and downs of four indianamerican students as they compete to realize their dream of winning the iconic tournament,medium
professor serafino benvenuti is a master of classical music who has the passion of the orchestra director however the young audience of the s does not appreciate classical composers see full summary,low
the synopsis of the figurine araromire shows that it is a story of two buddies and a girlall down on their luck have their lives changed when one of them discovers araromire a see full summary,low
meet yukimaru hanako a yearold and a fresh young reporter from hokkaido shes just been hired by a local television station to do field reporting and we are here to watch the launching of her career,medium
between scenes from his concert in so paulos theatro municipal rapper and activist emicida celebrates the rich legacy of black brazilian culture,high
ayudia vanesha prescilla and ditto adipati dolken have been best friends for years and for all those times ditto has been secretly in love with her until one day ayudia told him that shes gonna get married,medium
with the help of local pimps head by chance a corrupt cop will have to face his own demons to put an end to a series of brutal rapes and murders of the most weirdest kind but in the end may not be human,low
crime drama inspired by real events recounts the sensational prison escape of mexican drug kingpin joaquin guzmn loera aka el chapo,low
a collection of very short horror films,low
